Trip id,Starttime,Stoptime,Bikeid,Tripduration,From station id,From station name,To station id,To station name,Usertype
92340801,2/6/2020 6:52,2/6/2020 7:03,70438,611,49611,24th St & Smallman St,1006,Ross St & Sixth Ave (Steel Plaza T Station),Subscriber
92341373,2/6/2020 7:09,2/6/2020 7:29,70542,1219,1021,Taylor St & Liberty Ave,1001,Forbes Ave & Market Square,Customer
92341713,2/6/2020 7:18,2/6/2020 7:23,70567,324,1074,South Side Trail & S 4th St,1072,Glasshouse,Customer
92342689,2/6/2020 7:45,2/6/2020 7:49,70628,281,1054,Smithfield St & Fourth Ave,49641,11th St & Penn Ave,Subscriber
92342894,2/6/2020 7:50,2/6/2020 7:59,70542,529,1001,Forbes Ave & Market Square,,BIKE 70542,Subscriber
92343319,2/6/2020 8:00,2/7/2020 8:38,70001,88676,1004,First Ave & B St (T Station),1084,Hot Metal St & Tunnel Blvd,Subscriber
92343416,2/6/2020 8:03,2/6/2020 8:14,70623,656,,BIKE 70623,49651,Grant St & Strawberry Way,Subscriber
92343505,2/6/2020 8:05,2/6/2020 8:28,70618,1384,1047,S 22nd St & E Carson St,1013,Isabella St & Federal St (PNC Park),Subscriber
92343595,2/6/2020 8:07,2/6/2020 8:13,70085,374,49801,Microsoft,1013,Isabella St & Federal St (PNC Park),Subscriber
92343866,2/6/2020 8:13,2/6/2020 8:21,70185,445,1000,Liberty Ave & Stanwix St,1013,Isabella St & Federal St (PNC Park),Subscriber
92343902,2/6/2020 8:14,2/6/2020 8:17,70594,170,1049,S 12th St & E Carson St,1049,S 12th St & E Carson St,Subscriber
92343942,2/6/2020 8:15,2/6/2020 8:56,70108,2443,1045,S 27th St & Sidney St. (Southside Works),1002,Third Ave & Wood St,Customer
92344069,2/6/2020 8:18,2/6/2020 10:42,70671,8626,1019,42nd St & Butler St,1003,First Ave & Smithfield St,Subscriber
92344091,2/6/2020 8:18,2/6/2020 8:29,70243,662,49881,Arch St & Jacksonia St,1001,Forbes Ave & Market Square,Subscriber
92344687,2/6/2020 8:33,2/6/2020 8:40,70552,367,1047,S 22nd St & E Carson St,1084,Hot Metal St & Tunnel Blvd,Subscriber
92344712,2/6/2020 8:34,2/6/2020 8:41,70311,419,1017,21st St & Penn Ave,49671,9th St & Penn Ave,Subscriber
92344928,2/6/2020 8:40,2/6/2020 8:45,70101,332,1021,Taylor St & Liberty Ave,1061,33rd St & Penn Ave,Customer
92345688,2/6/2020 9:01,2/6/2020 9:11,70290,553,1000,Liberty Ave & Stanwix St,49801,Microsoft,Subscriber
92345905,2/6/2020 9:07,2/6/2020 9:11,70566,238,49951,Butler St & 36th St,49601,Smallman St & 31st St,Subscriber
92346322,2/6/2020 9:18,2/6/2020 9:27,70653,577,1059,Burns White Center at 3 Crossings,49621,14th St & Penn Ave,Subscriber
92346559,2/6/2020 9:23,2/6/2020 9:36,70648,769,1000,Liberty Ave & Stanwix St,49611,24th St & Smallman St,Subscriber
92346906,2/6/2020 9:32,2/6/2020 9:35,70461,150,49271,S Craig St & 5th Ave,,BIKE 70461,Subscriber
92347283,2/6/2020 9:41,2/6/2020 9:48,70091,439,1060,Penn Ave & 29th St,49611,24th St & Smallman St,Subscriber
92347445,2/6/2020 9:45,2/6/2020 9:50,70362,313,49301,Centre Ave & N Craig St,1099,Forbes Ave & S Craig St,Subscriber
92348626,2/6/2020 10:12,2/6/2020 10:21,70625,570,1023,Liberty Ave & Baum Blvd,49271,S Craig St & 5th Ave,Subscriber
92348687,2/6/2020 10:13,2/7/2020 8:53,70518,81574,1002,Third Ave & Wood St,1002,Third Ave & Wood St,Customer
92348740,2/6/2020 10:14,2/6/2020 10:17,70153,180,1002,Third Ave & Wood St,1002,Third Ave & Wood St,Customer
92348989,2/6/2020 10:20,2/6/2020 10:23,70337,210,1020,42nd & Penn Ave.,1019,42nd St & Butler St,Subscriber
92350288,2/6/2020 10:49,2/6/2020 10:58,70145,519,1094,O'Hara St & Desoto St,1097,Tennyson Ave & Fifth Ave,Subscriber
92352112,2/6/2020 11:27,2/6/2020 11:42,70125,907,1040,O'Hara St and University Place (Soldiers and Sailors Memorial),1040,O'Hara St and University Place (Soldiers and Sailors Memorial),Subscriber
92353377,2/6/2020 11:52,2/7/2020 8:48,70208,75367,1019,42nd St & Butler St,1019,42nd St & Butler St,Customer
92353436,2/6/2020 11:53,2/6/2020 12:02,70609,518,1019,42nd St & Butler St,1061,33rd St & Penn Ave,Subscriber
92353556,2/6/2020 11:55,2/7/2020 9:26,70679,77429,1008,Centre Ave & PPG Paints Arena,1008,Centre Ave & PPG Paints Arena,Customer
92353698,2/6/2020 11:59,2/6/2020 12:15,70560,986,1063,Penn Ave & N Atlantic Ave,49371,E Liberty Blvd & Larimer Ave,Customer
92354242,2/6/2020 12:10,2/6/2020 12:15,70099,284,49691,Liberty Ave & 6th St,1013,Isabella St & Federal St (PNC Park),Customer
92356069,2/6/2020 12:51,2/6/2020 12:58,70482,443,1042,Centre Ave & Kirkpatrick St,1056,Wood St & Sixth Ave,Customer
92358334,2/6/2020 13:50,2/6/2020 13:55,70316,301,1035,Fifth Ave & S Dithridge St,1037,Frew St & Schenley Dr,Subscriber
92358336,2/6/2020 13:50,2/6/2020 13:58,70130,478,1038,Boulevard of the Allies & Parkview Ave,1099,Forbes Ave & S Craig St,Subscriber
92358346,2/6/2020 13:50,2/6/2020 13:54,70488,241,1061,33rd St & Penn Ave,1061,33rd St & Penn Ave,Customer
92358553,2/6/2020 13:57,2/6/2020 13:59,70488,125,1061,33rd St & Penn Ave,,BIKE 70488,Customer
92358593,2/6/2020 13:58,2/6/2020 14:06,70588,480,1024,S Negley Ave & Baum Blvd,49391,E Liberty Blvd & Negley Ave,Subscriber
92358719,2/6/2020 14:02,2/6/2020 14:08,70091,337,49611,24th St & Smallman St,1060,Penn Ave & 29th St,Subscriber
92359093,2/6/2020 14:14,2/6/2020 14:22,70225,497,49561,Butler St & 48th St,1061,33rd St & Penn Ave,Subscriber
92359126,2/6/2020 14:15,2/6/2020 14:29,70211,831,1003,First Ave & Smithfield St,1048,S 18th St & Sidney St,Customer
92359298,2/6/2020 14:22,2/6/2020 14:35,70599,805,1036,Schenley Dr at Schenley Plaza (Carnegie Library Main),,BIKE 70599,Subscriber
92359367,2/6/2020 14:24,2/6/2020 14:30,70065,365,49611,24th St & Smallman St,1060,Penn Ave & 29th St,Customer
92359369,2/6/2020 14:24,2/6/2020 14:30,70655,332,49611,24th St & Smallman St,1060,Penn Ave & 29th St,Subscriber
92359451,2/6/2020 14:27,2/6/2020 14:41,70243,846,1001,Forbes Ave & Market Square,,BIKE 70243,Subscriber
92359902,2/6/2020 14:44,2/6/2020 14:53,70243,489,,BIKE 70243,,BIKE 70243,Subscriber
92360100,2/6/2020 14:52,2/7/2020 8:16,70090,62636,1043,S Millvale Ave & Centre Ave,1099,Forbes Ave & S Craig St,Subscriber
92360109,2/6/2020 14:52,2/6/2020 14:58,70354,333,1019,42nd St & Butler St,1061,33rd St & Penn Ave,Customer
92360194,2/6/2020 14:56,2/6/2020 15:11,70243,895,,BIKE 70243,49731,Ross St & Fourth Ave,Subscriber
92360267,2/6/2020 14:59,2/6/2020 15:12,70450,761,1002,Third Ave & Wood St,,BIKE 70450,Subscriber
92360430,2/6/2020 15:05,2/6/2020 15:18,70237,786,49731,Ross St & Fourth Ave,1046,S 25th St & E Carson St,Subscriber
92360594,2/6/2020 15:12,2/6/2020 15:18,70025,395,49731,Ross St & Fourth Ave,1003,First Ave & Smithfield St,Subscriber
92360746,2/6/2020 15:18,2/6/2020 15:40,70450,1311,,BIKE 70450,1002,Third Ave & Wood St,Subscriber
92361086,2/6/2020 15:37,2/6/2020 15:43,70594,368,1004,First Ave & B St (T Station),1049,S 12th St & E Carson St,Subscriber
92361116,2/6/2020 15:39,2/6/2020 15:47,70671,503,1003,First Ave & Smithfield St,,BIKE 70671,Subscriber
92361215,2/6/2020 15:43,2/6/2020 15:49,70333,357,49641,11th St & Penn Ave,49611,24th St & Smallman St,Subscriber
92361284,2/6/2020 15:47,2/6/2020 17:07,70354,4825,1061,33rd St & Penn Ave,49651,Grant St & Strawberry Way,Customer
92361314,2/6/2020 15:49,2/6/2020 15:54,70490,334,1038,Boulevard of the Allies & Parkview Ave,1037,Frew St & Schenley Dr,Subscriber
92361366,2/6/2020 15:51,2/6/2020 16:00,70491,554,49611,24th St & Smallman St,49651,Grant St & Strawberry Way,Subscriber
92361570,2/6/2020 16:02,2/6/2020 16:04,70450,135,1002,Third Ave & Wood St,1002,Third Ave & Wood St,Subscriber
92361615,2/6/2020 16:06,2/6/2020 16:10,70542,281,1009,12th St & Penn Ave,1056,Wood St & Sixth Ave,Subscriber
92361625,2/6/2020 16:06,2/6/2020 16:09,70108,163,1002,Third Ave & Wood St,1001,Forbes Ave & Market Square,Subscriber
92361629,2/6/2020 16:06,2/6/2020 16:12,70515,327,1026,Penn Ave & S Whitfield St,49441,Roup Ave & Friendship Ave,Customer
92361661,2/6/2020 16:08,2/6/2020 16:19,70438,658,1006,Ross St & Sixth Ave (Steel Plaza T Station),49611,24th St & Smallman St,Subscriber
92361694,2/6/2020 16:09,2/6/2020 16:12,70027,156,1001,Forbes Ave & Market Square,1001,Forbes Ave & Market Square,Subscriber
92361784,2/6/2020 16:13,2/6/2020 16:20,70380,411,1001,Forbes Ave & Market Square,1054,Smithfield St & Fourth Ave,Subscriber
92361947,2/6/2020 16:23,2/6/2020 16:27,70631,275,1026,Penn Ave & S Whitfield St,1024,S Negley Ave & Baum Blvd,Subscriber
92362090,2/6/2020 16:31,2/6/2020 17:24,70501,3206,1041,Fifth Ave & S Bouquet St,,BIKE 70501,Subscriber
92362115,2/6/2020 16:32,2/7/2020 8:34,70586,57722,1059,Burns White Center at 3 Crossings,1068,Forbes Ave & Murray Ave,Subscriber
92362169,2/6/2020 16:35,2/6/2020 17:05,70488,1820,1061,33rd St & Penn Ave,49671,9th St & Penn Ave,Customer
92362211,2/6/2020 16:38,2/6/2020 16:42,70048,255,1072,Glasshouse,1074,South Side Trail & S 4th St,Customer
92362218,2/6/2020 16:38,2/6/2020 16:49,70288,698,1009,12th St & Penn Ave,1004,First Ave & B St (T Station),Subscriber
92362308,2/6/2020 16:42,2/6/2020 16:49,70316,407,1037,Frew St & Schenley Dr,1035,Fifth Ave & S Dithridge St,Subscriber
92362488,2/6/2020 16:55,2/6/2020 17:17,70007,1275,1006,Ross St & Sixth Ave (Steel Plaza T Station),1019,42nd St & Butler St,Customer
92362508,2/6/2020 16:57,2/6/2020 17:07,70630,642,49691,Liberty Ave & 6th St,49801,Microsoft,Subscriber
92362567,2/6/2020 16:59,2/6/2020 17:13,70125,836,1040,O'Hara St and University Place (Soldiers and Sailors Memorial),1024,S Negley Ave & Baum Blvd,Subscriber
92362628,2/6/2020 17:02,2/6/2020 17:15,70638,759,49691,Liberty Ave & 6th St,49691,Liberty Ave & 6th St,Subscriber
92362950,2/6/2020 17:20,2/6/2020 17:35,70249,890,1016,17th St & Penn Ave,1011,Fort Duquesne Blvd & 7th St,Subscriber
92362968,2/6/2020 17:21,2/6/2020 17:30,70671,510,,BIKE 70671,,BIKE 70671,Subscriber
92362977,2/6/2020 17:22,2/6/2020 17:23,70042,110,1004,First Ave & B St (T Station),1004,First Ave & B St (T Station),Subscriber
92363044,2/6/2020 17:26,2/6/2020 18:02,70501,2147,,BIKE 70501,1094,O'Hara St & Desoto St,Subscriber
92363054,2/6/2020 17:27,2/6/2020 17:36,70250,538,1009,12th St & Penn Ave,1001,Forbes Ave & Market Square,Subscriber
92363073,2/6/2020 17:28,2/6/2020 17:50,70074,1307,49251,Schenley Dr & Forbes Ave,1025,Penn Ave & N Fairmount St,Customer
92363196,2/6/2020 17:36,2/6/2020 17:50,70648,836,49611,24th St & Smallman St,1000,Liberty Ave & Stanwix St,Subscriber
92363381,2/6/2020 17:52,2/6/2020 17:56,70503,249,1062,S Winebiddle St & Penn Ave,1020,42nd & Penn Ave.,Subscriber
92363465,2/6/2020 17:58,2/7/2020 8:11,70337,51183,1019,42nd St & Butler St,1018,Butler St & Stanton Ave,Subscriber
92363522,2/6/2020 18:02,2/6/2020 18:12,70290,638,49801,Microsoft,1000,Liberty Ave & Stanwix St,Subscriber
92363554,2/6/2020 18:04,2/6/2020 18:15,70342,638,1040,O'Hara St and University Place (Soldiers and Sailors Memorial),1031,Maryland Ave & Ellsworth Ave,Subscriber
92363646,2/6/2020 18:12,2/7/2020 8:26,70091,51248,1060,Penn Ave & 29th St,49611,24th St & Smallman St,Subscriber
92363650,2/6/2020 18:12,2/6/2020 18:18,70065,364,1060,Penn Ave & 29th St,49611,24th St & Smallman St,Subscriber
92363742,2/6/2020 18:21,2/6/2020 18:31,70653,604,49621,14th St & Penn Ave,1059,Burns White Center at 3 Crossings,Subscriber
92363755,2/6/2020 18:22,2/6/2020 18:32,70480,563,1041,Fifth Ave & S Bouquet St,1088,Frazier St & Dawson St,Subscriber
92363795,2/6/2020 18:25,2/6/2020 18:37,70333,668,49611,24th St & Smallman St,1000,Liberty Ave & Stanwix St,Subscriber
92363856,2/6/2020 18:30,2/6/2020 18:49,70566,1121,49601,Smallman St & 31st St,49301,Centre Ave & N Craig St,Subscriber
92363927,2/6/2020 18:39,2/6/2020 18:46,70125,415,1024,S Negley Ave & Baum Blvd,49401,Stanton Ave & N Negley Ave,Subscriber
92364235,2/6/2020 19:15,2/6/2020 19:22,70668,437,1033,Ivy St & Walnut St   ,1027,Shady Ave & Ellsworth Ave,Subscriber
92364260,2/6/2020 19:17,2/6/2020 19:25,70552,440,1084,Hot Metal St & Tunnel Blvd,1047,S 22nd St & E Carson St,Subscriber
92364331,2/6/2020 19:25,2/6/2020 19:34,70380,511,1054,Smithfield St & Fourth Ave,1049,S 12th St & E Carson St,Subscriber
92364373,2/6/2020 19:29,2/6/2020 19:44,70294,911,1010,10th St & Penn Ave (David L. Lawrence Convention Center),49731,Ross St & Fourth Ave,Subscriber
92364618,2/6/2020 20:02,2/7/2020 8:47,70618,45907,1013,Isabella St & Federal St (PNC Park),1047,S 22nd St & E Carson St,Subscriber
92364999,2/6/2020 21:12,2/6/2020 21:19,70278,375,1099,Forbes Ave & S Craig St,,BIKE 70278,Subscriber
92365351,2/6/2020 22:34,2/6/2020 22:41,70120,387,49641,11th St & Penn Ave,1017,21st St & Penn Ave,Subscriber
92373496,2/7/2020 5:16,2/7/2020 5:40,70515,1465,49441,Roup Ave & Friendship Ave,1001,Forbes Ave & Market Square,Subscriber
92376530,2/7/2020 6:56,2/7/2020 7:43,70671,2853,,BIKE 70671,,BIKE 70671,Customer
92376678,2/7/2020 6:59,2/7/2020 7:06,70555,437,1017,21st St & Penn Ave,49651,Grant St & Strawberry Way,Subscriber
92379402,2/7/2020 8:10,2/7/2020 8:33,70068,1399,1047,S 22nd St & E Carson St,1013,Isabella St & Federal St (PNC Park),Customer
92379912,2/7/2020 8:22,2/7/2020 8:26,70451,247,49881,Arch St & Jacksonia St,49881,Arch St & Jacksonia St,Subscriber
92381319,2/7/2020 8:56,2/7/2020 9:06,70068,613,1013,Isabella St & Federal St (PNC Park),49801,Microsoft,Subscriber
92381745,2/7/2020 9:06,2/7/2020 9:32,70630,1526,49801,Microsoft,49691,Liberty Ave & 6th St,Subscriber
92385608,2/7/2020 10:38,2/7/2020 10:46,70577,496,1018,Butler St & Stanton Ave,1018,Butler St & Stanton Ave,Customer
92386310,2/7/2020 10:54,2/7/2020 11:01,70607,383,1061,33rd St & Penn Ave,1061,33rd St & Penn Ave,Customer
92389629,2/7/2020 12:13,2/7/2020 12:21,70628,513,49641,11th St & Penn Ave,1017,21st St & Penn Ave,Subscriber
92390447,2/7/2020 12:33,2/7/2020 12:43,70628,620,1017,21st St & Penn Ave,1001,Forbes Ave & Market Square,Subscriber
92392531,2/7/2020 13:33,2/7/2020 13:42,70329,586,1061,33rd St & Penn Ave,,BIKE 70329,Customer
92392762,2/7/2020 13:40,2/7/2020 16:13,71164,9173,,BIKE 71164,1061,33rd St & Penn Ave,Customer
92393908,2/7/2020 14:16,2/7/2020 14:32,70528,935,1017,21st St & Penn Ave,1000,Liberty Ave & Stanwix St,Subscriber
92394356,2/7/2020 14:32,2/7/2020 14:34,70467,116,1059,Burns White Center at 3 Crossings,,BIKE 70467,Subscriber
92394521,2/7/2020 14:38,2/7/2020 14:42,70099,214,1013,Isabella St & Federal St (PNC Park),49701,Third Ave & Stanwix St,Customer
92395235,2/7/2020 15:05,2/7/2020 15:17,70368,690,49731,Ross St & Fourth Ave,1047,S 22nd St & E Carson St,Subscriber
92395342,2/7/2020 15:10,2/7/2020 15:14,70112,244,1038,Boulevard of the Allies & Parkview Ave,1038,Boulevard of the Allies & Parkview Ave,Subscriber
92395560,2/7/2020 15:20,2/7/2020 15:25,70103,289,1039,Atwood St & Bates St,1093,S Bouquet Ave & Sennott St,Subscriber
92395811,2/7/2020 15:31,2/7/2020 15:35,70249,239,1011,Fort Duquesne Blvd & 7th St,1011,Fort Duquesne Blvd & 7th St,Customer
92395975,2/7/2020 15:39,2/7/2020 15:45,70490,343,1037,Frew St & Schenley Dr,1035,Fifth Ave & S Dithridge St,Subscriber
92396085,2/7/2020 15:45,2/7/2020 15:56,70212,710,1006,Ross St & Sixth Ave (Steel Plaza T Station),49611,24th St & Smallman St,Subscriber
92396187,2/7/2020 15:49,2/7/2020 16:41,70632,3101,1001,Forbes Ave & Market Square,49581,Liberty Ave & 37th St,Subscriber
92396584,2/7/2020 16:10,2/7/2020 16:41,70564,1877,49581,Liberty Ave & 37th St,49581,Liberty Ave & 37th St,Customer
92396629,2/7/2020 16:13,2/7/2020 16:18,70622,305,49581,Liberty Ave & 37th St,1061,33rd St & Penn Ave,Subscriber
92397667,2/7/2020 17:09,2/7/2020 17:23,70254,829,1059,Burns White Center at 3 Crossings,49671,9th St & Penn Ave,Customer
92397895,2/7/2020 17:24,2/7/2020 17:32,70143,472,49621,14th St & Penn Ave,1059,Burns White Center at 3 Crossings,Subscriber
92398091,2/7/2020 17:36,2/7/2020 17:44,70438,428,49611,24th St & Smallman St,1061,33rd St & Penn Ave,Subscriber
92398219,2/7/2020 17:43,2/7/2020 17:54,70068,621,49801,Microsoft,1000,Liberty Ave & Stanwix St,Subscriber
92398635,2/7/2020 18:10,2/7/2020 18:27,70655,1038,1060,Penn Ave & 29th St,1022,Liberty Ave & S Millvale Ave (West Penn Hospital),Subscriber
92398774,2/7/2020 18:18,2/7/2020 18:23,70294,315,49731,Ross St & Fourth Ave,,BIKE 70294,Subscriber
92398940,2/7/2020 18:27,2/7/2020 18:37,70294,555,,BIKE 70294,1054,Smithfield St & Fourth Ave,Subscriber
92398998,2/7/2020 18:31,2/7/2020 18:49,70531,1056,49641,11th St & Penn Ave,49581,Liberty Ave & 37th St,Customer
92399633,2/7/2020 19:08,2/7/2020 19:23,70220,877,49401,Stanton Ave & N Negley Ave,1026,Penn Ave & S Whitfield St,Subscriber
92399660,2/7/2020 19:09,2/7/2020 19:17,70294,469,1054,Smithfield St & Fourth Ave,1049,S 12th St & E Carson St,Subscriber
92399836,2/7/2020 19:20,2/8/2020 15:23,70618,72162,1047,S 22nd St & E Carson St,1048,S 18th St & Sidney St,Subscriber
92400013,2/7/2020 19:32,2/7/2020 19:39,70225,421,1061,33rd St & Penn Ave,49611,24th St & Smallman St,Subscriber
92400014,2/7/2020 19:32,2/7/2020 19:40,70220,522,1026,Penn Ave & S Whitfield St,49401,Stanton Ave & N Negley Ave,Subscriber
92401716,2/7/2020 22:14,2/7/2020 22:24,70225,608,49611,24th St & Smallman St,,BIKE 70225,Subscriber
92409395,2/8/2020 7:18,2/8/2020 7:28,70220,575,49401,Stanton Ave & N Negley Ave,1064,Frankstown Ave & E Liberty Blvd,Subscriber
92413113,2/8/2020 9:10,2/8/2020 9:19,70294,511,1049,S 12th St & E Carson St,1054,Smithfield St & Fourth Ave,Subscriber
92413602,2/8/2020 9:27,2/8/2020 9:30,70343,195,1023,Liberty Ave & Baum Blvd,1023,Liberty Ave & Baum Blvd,Customer
92414836,2/8/2020 10:07,2/8/2020 10:10,70453,175,1045,S 27th St & Sidney St. (Southside Works),,BIKE 70453,Customer
92415334,2/8/2020 10:26,2/8/2020 10:51,70112,1478,1038,Boulevard of the Allies & Parkview Ave,1036,Schenley Dr at Schenley Plaza (Carnegie Library Main),Customer
92416386,2/8/2020 11:03,2/8/2020 11:44,70412,2484,1061,33rd St & Penn Ave,1061,33rd St & Penn Ave,Customer
92416982,2/8/2020 11:25,2/8/2020 11:27,70600,115,1000,Liberty Ave & Stanwix St,,BIKE 70600,Customer
