Trip id,Starttime,Stoptime,Bikeid,Tripduration,From station id,From station name,To station id,To station name,Usertype
111765689,2/1/2021 19:32,2/1/2021 19:45,70765,775,49271,S Craig St & 5th Ave,1070,Hobart St & Wightman St,Subscriber
111765694,2/1/2021 19:38,2/1/2021 19:47,71167,550,1034,Ellsworth Ave & N Neville St,1032,Walnut St & College St,Subscriber
111765749,2/1/2021 20:05,2/1/2021 20:10,70455,323,49301,Centre Ave & N Craig St,1043,S Millvale Ave & Centre Ave,Subscriber
111765768,2/1/2021 20:17,2/1/2021 20:19,70455,148,1043,S Millvale Ave & Centre Ave,,BIKE 70455,Subscriber
111765771,2/1/2021 20:21,2/1/2021 20:28,70455,389,,BIKE 70455,,BIKE 70455,Subscriber
111765813,2/1/2021 20:49,2/1/2021 20:52,70836,211,1002,Third Ave & Wood St,,BIKE 70836,Subscriber
111765841,2/1/2021 21:02,2/1/2021 21:16,70455,812,,BIKE 70455,,BIKE 70455,Subscriber
111765865,2/1/2021 21:18,2/1/2021 21:21,70455,213,,BIKE 70455,1043,S Millvale Ave & Centre Ave,Subscriber
111765873,2/1/2021 21:22,2/1/2021 21:27,70255,330,1043,S Millvale Ave & Centre Ave,1043,S Millvale Ave & Centre Ave,Subscriber
111765883,2/1/2021 21:28,2/1/2021 22:22,70423,3243,1043,S Millvale Ave & Centre Ave,,BIKE 70423,Subscriber
111765931,2/1/2021 21:59,2/1/2021 22:05,71176,320,49951,Butler St & 36th St,1018,Butler St & Stanton Ave,Subscriber
111765968,2/1/2021 22:24,2/1/2021 22:47,70744,1394,,BIKE 70744,,BIKE 70744,Customer
111766006,2/1/2021 22:42,2/1/2021 23:14,70423,1921,,BIKE 70423,1095,Schenley Dr & Forbes Ave (Schenley Plaza),Subscriber
111774528,2/2/2021 7:52,2/2/2021 7:57,71198,315,1059,Burns White Center at 3 Crossings,1060,Penn Ave & 29th St,Subscriber
111774774,2/2/2021 8:01,2/2/2021 8:11,71167,585,1032,Walnut St & College St,1034,Ellsworth Ave & N Neville St,Subscriber
111774784,2/2/2021 8:02,2/2/2021 8:09,70773,453,49391,E Liberty Blvd & Negley Ave,1064,Frankstown Ave & E Liberty Blvd,Subscriber
111775803,2/2/2021 8:39,2/2/2021 8:55,71181,955,1059,Burns White Center at 3 Crossings,1005,Forbes Ave & Grant St,Subscriber
111776273,2/2/2021 8:55,2/2/2021 9:00,70851,304,49641,11th St & Penn Ave,49691,Liberty Ave & 6th St,Subscriber
111777865,2/2/2021 9:52,2/2/2021 14:22,70989,16249,1061,33rd St & Penn Ave ,1061,33rd St & Penn Ave ,Customer
111777934,2/2/2021 9:55,2/2/2021 10:00,70303,342,1060,Penn Ave & 29th St,1059,Burns White Center at 3 Crossings,Subscriber
111778892,2/2/2021 10:29,2/2/2021 11:54,71218,5120,1010,10th St & Penn Ave (David L. Lawrence Convention Center),1017,21st St & Penn Ave,Subscriber
111779294,2/2/2021 10:42,2/2/2021 10:52,70765,598,1070,Hobart St & Wightman St,49271,S Craig St & 5th Ave,Subscriber
111779467,2/2/2021 10:48,2/2/2021 11:10,71176,1334,1018,Butler St & Stanton Ave,49701,Third Ave & Stanwix St,Subscriber
111779503,2/2/2021 10:49,2/2/2021 11:03,70542,864,1024,S Negley Ave & Baum Blvd,1028,Penn Ave & Putnam St (Bakery Square),Subscriber
111780173,2/2/2021 11:11,2/2/2021 11:13,70634,110,,BIKE 70634,1061,33rd St & Penn Ave ,Customer
111780815,2/2/2021 11:32,2/2/2021 11:50,70581,1113,1032,Walnut St & College St,1040,O'Hara St and University Place (Soldiers and Sailors Memorial),Subscriber
111781651,2/2/2021 11:59,2/2/2021 12:07,70552,453,1088,Frazier St & Dawson St,1088,Frazier St & Dawson St,Subscriber
111781710,2/2/2021 12:01,2/2/2021 12:11,70520,598,1088,Frazier St & Dawson St,1095,Schenley Dr & Forbes Ave (Schenley Plaza),Customer
111781907,2/2/2021 12:07,2/2/2021 12:11,70322,220,49671,9th St & Penn Ave,49671,9th St & Penn Ave,Customer
111781947,2/2/2021 12:09,2/2/2021 12:37,70612,1676,1013,Isabella St & Federal St (PNC Park),1013,Isabella St & Federal St (PNC Park),Subscriber
111783096,2/2/2021 12:46,2/2/2021 12:57,71181,690,1005,Forbes Ave & Grant St,1048,S 18th St & Sidney St,Subscriber
111783728,2/2/2021 13:09,2/2/2021 13:22,70842,780,1048,S 18th St & Sidney St,49731,Ross St & Fourth Ave,Subscriber
111783944,2/2/2021 13:18,2/2/2021 13:29,70631,607,49251,Schenley Dr & Forbes Ave,1043,S Millvale Ave & Centre Ave,Subscriber
111784439,2/2/2021 13:40,2/2/2021 17:53,70440,15177,1059,Burns White Center at 3 Crossings,1059,Burns White Center at 3 Crossings,Customer
111784462,2/2/2021 13:41,2/2/2021 13:46,71215,272,1094,O'Hara St & Desoto St,1094,O'Hara St & Desoto St,Customer
111784483,2/2/2021 13:41,2/2/2021 13:47,70679,308,1094,O'Hara St & Desoto St,,BIKE 70679,Customer
111784809,2/2/2021 13:56,2/2/2021 13:57,70634,91,1061,33rd St & Penn Ave ,1061,33rd St & Penn Ave ,Customer
111785152,2/2/2021 14:12,2/2/2021 14:13,70634,87,1061,33rd St & Penn Ave ,1061,33rd St & Penn Ave ,Customer
111785449,2/2/2021 14:29,2/3/2021 13:29,71226,82789,1061,33rd St & Penn Ave ,1061,33rd St & Penn Ave ,Customer
111785521,2/2/2021 14:33,2/2/2021 14:37,70303,281,1059,Burns White Center at 3 Crossings,1060,Penn Ave & 29th St,Subscriber
111785546,2/2/2021 14:34,2/2/2021 15:14,70322,2412,49671,9th St & Penn Ave,1019,42nd St & Butler St,Customer
111785661,2/2/2021 14:40,2/2/2021 14:43,70617,150,1047,S 22nd St & E Carson St,,BIKE 70617,Subscriber
111785863,2/2/2021 14:52,2/2/2021 14:57,70679,313,,BIKE 70679,1044,Zulema St & Coltart Ave,Customer
111786081,2/2/2021 15:06,2/2/2021 15:19,70842,778,49731,Ross St & Fourth Ave,1046,S 25th St & E Carson St,Subscriber
111786261,2/2/2021 15:22,2/2/2021 15:23,70561,88,,BIKE 70561,,BIKE 70561,Customer
111786483,2/2/2021 15:46,2/2/2021 16:09,70542,1423,1028,Penn Ave & Putnam St (Bakery Square),1068,Forbes Ave & Murray Ave,Customer
111786516,2/2/2021 15:50,2/2/2021 15:53,70617,193,,BIKE 70617,1047,S 22nd St & E Carson St,Subscriber
111786556,2/2/2021 15:53,2/3/2021 10:34,70831,67259,1017,21st St & Penn Ave,49671,9th St & Penn Ave,Customer
111786731,2/2/2021 16:17,2/2/2021 16:20,71228,228,1061,33rd St & Penn Ave ,1061,33rd St & Penn Ave ,Customer
111786766,2/2/2021 16:21,2/2/2021 16:43,71228,1304,1061,33rd St & Penn Ave ,1061,33rd St & Penn Ave ,Customer
111786884,2/2/2021 16:39,2/2/2021 16:46,70542,380,1068,Forbes Ave & Murray Ave,49251,Schenley Dr & Forbes Ave,Subscriber
111786928,2/2/2021 16:46,2/2/2021 16:54,70737,496,49731,Ross St & Fourth Ave,1005,Forbes Ave & Grant St,Subscriber
111786940,2/2/2021 16:47,2/2/2021 16:51,70363,234,49731,Ross St & Fourth Ave,49731,Ross St & Fourth Ave,Subscriber
111786946,2/2/2021 16:49,2/2/2021 17:06,70046,1057,49251,Schenley Dr & Forbes Ave,1041,Fifth Ave & S Bouquet St,Customer
111786968,2/2/2021 16:52,2/2/2021 17:05,70836,801,1007,Stevenson St & Forbes Ave,1059,Burns White Center at 3 Crossings,Customer
111786991,2/2/2021 16:57,2/2/2021 17:03,70293,343,1041,Fifth Ave & S Bouquet St,49271,S Craig St & 5th Ave,Customer
111787030,2/2/2021 17:06,2/2/2021 17:15,70212,577,49641,11th St & Penn Ave,49611,24th St & Smallman St,Customer
111787058,2/2/2021 17:10,2/2/2021 17:24,70690,820,1043,S Millvale Ave & Centre Ave,1043,S Millvale Ave & Centre Ave,Subscriber
111787066,2/2/2021 17:11,2/2/2021 17:19,70060,486,1070,Hobart St & Wightman St,1068,Forbes Ave & Murray Ave,Subscriber
111787084,2/2/2021 17:14,2/2/2021 17:24,70962,589,1001,Forbes Ave & Market Square,49641,11th St & Penn Ave,Subscriber
111787102,2/2/2021 17:17,2/3/2021 8:23,71176,54338,49701,Third Ave & Stanwix St,49561,Butler St & 48th St,Customer
111787127,2/2/2021 17:25,2/2/2021 17:31,70303,362,1060,Penn Ave & 29th St,1059,Burns White Center at 3 Crossings,Subscriber
111787134,2/2/2021 17:26,2/2/2021 17:39,71194,770,1023,Liberty Ave & Baum Blvd,1028,Penn Ave & Putnam St (Bakery Square),Subscriber
111787158,2/2/2021 17:31,2/2/2021 17:32,70745,75,1041,Fifth Ave & S Bouquet St,1041,Fifth Ave & S Bouquet St,Subscriber
111787169,2/2/2021 17:33,2/2/2021 17:57,70470,1411,1041,Fifth Ave & S Bouquet St,1036,Schenley Dr at Schenley Plaza (Carnegie Library Main),Customer
111787199,2/2/2021 17:39,2/2/2021 17:48,70010,539,1041,Fifth Ave & S Bouquet St,1044,Zulema St & Coltart Ave,Subscriber
111787258,2/2/2021 17:57,2/2/2021 18:46,70690,2965,1043,S Millvale Ave & Centre Ave,1028,Penn Ave & Putnam St (Bakery Square),Subscriber
111787268,2/2/2021 17:59,2/2/2021 18:02,70566,134,1020,42nd & Penn Ave.,1020,42nd & Penn Ave.,Customer
111787283,2/2/2021 18:02,2/2/2021 18:08,70343,344,1036,Schenley Dr at Schenley Plaza (Carnegie Library Main),1036,Schenley Dr at Schenley Plaza (Carnegie Library Main),Subscriber
111787323,2/2/2021 18:10,2/2/2021 18:11,70439,82,,BIKE 70439,1061,33rd St & Penn Ave ,Customer
111787368,2/2/2021 18:21,2/2/2021 18:27,70588,352,1033,Ivy St & Walnut St   ,1029,Alder St & S Highland Ave,Subscriber
111787427,2/2/2021 18:41,2/3/2021 7:59,70679,47854,1044,Zulema St & Coltart Ave,1044,Zulema St & Coltart Ave,Customer
111787429,2/2/2021 18:42,2/2/2021 18:44,70010,127,1044,Zulema St & Coltart Ave,1044,Zulema St & Coltart Ave,Subscriber
111787438,2/2/2021 18:44,2/2/2021 19:12,70837,1644,1044,Zulema St & Coltart Ave,1045,S 27th St & Sidney St. (Southside Works),Subscriber
111787442,2/2/2021 18:47,2/2/2021 18:48,70672,88,1061,33rd St & Penn Ave ,1061,33rd St & Penn Ave ,Customer
111787447,2/2/2021 18:48,2/2/2021 19:42,70690,3239,1028,Penn Ave & Putnam St (Bakery Square),,BIKE 70690,Subscriber
111787478,2/2/2021 18:59,2/2/2021 19:19,71194,1206,1028,Penn Ave & Putnam St (Bakery Square),1023,Liberty Ave & Baum Blvd,Subscriber
111787479,2/2/2021 18:59,2/2/2021 19:08,70509,552,1031,Maryland Ave & Ellsworth Ave,1028,Penn Ave & Putnam St (Bakery Square),Subscriber
111787516,2/2/2021 19:11,2/2/2021 19:19,71222,536,1061,33rd St & Penn Ave ,1061,33rd St & Penn Ave ,Customer
111787579,2/2/2021 19:34,2/2/2021 19:36,70610,105,1094,O'Hara St & Desoto St,1094,O'Hara St & Desoto St,Subscriber
111787583,2/2/2021 19:36,2/2/2021 19:47,70784,654,1094,O'Hara St & Desoto St,1023,Liberty Ave & Baum Blvd,Customer
111787609,2/2/2021 19:44,2/2/2021 20:39,70690,3276,,BIKE 70690,1023,Liberty Ave & Baum Blvd,Subscriber
111787668,2/2/2021 20:13,2/2/2021 20:25,71204,761,49271,S Craig St & 5th Ave,1070,Hobart St & Wightman St,Subscriber
111787670,2/2/2021 20:13,2/2/2021 20:20,70588,392,1029,Alder St & S Highland Ave,1033,Ivy St & Walnut St   ,Subscriber
111787696,2/2/2021 20:24,2/2/2021 20:38,70509,825,1028,Penn Ave & Putnam St (Bakery Square),1024,S Negley Ave & Baum Blvd,Subscriber
111787733,2/2/2021 20:42,2/2/2021 21:40,70690,3505,1023,Liberty Ave & Baum Blvd,,BIKE 70690,Subscriber
111787824,2/2/2021 21:45,2/2/2021 22:26,70690,2453,,BIKE 70690,1041,Fifth Ave & S Bouquet St,Subscriber
111787873,2/2/2021 22:07,2/2/2021 22:08,70761,106,1097,Tennyson Ave & Fifth Ave,1097,Tennyson Ave & Fifth Ave,Subscriber
111787900,2/2/2021 22:22,2/2/2021 23:08,70744,2794,,BIKE 70744,,BIKE 70744,Customer
111788884,2/3/2021 1:23,2/3/2021 1:30,70939,446,1028,Penn Ave & Putnam St (Bakery Square),,BIKE 70939,Subscriber
111791370,2/3/2021 3:10,2/3/2021 3:15,70939,335,,BIKE 70939,1024,S Negley Ave & Baum Blvd,Subscriber
111795309,2/3/2021 6:56,2/3/2021 7:10,70617,809,1047,S 22nd St & E Carson St,49731,Ross St & Fourth Ave,Subscriber
111796274,2/3/2021 7:37,2/3/2021 7:44,70926,414,49801,Microsoft,49641,11th St & Penn Ave,Subscriber
111796530,2/3/2021 7:48,2/3/2021 7:57,70440,565,1059,Burns White Center at 3 Crossings,1054,Smithfield St & Fourth Ave,Subscriber
111796549,2/3/2021 7:49,2/3/2021 7:53,70624,292,1059,Burns White Center at 3 Crossings,1060,Penn Ave & 29th St,Subscriber
111797271,2/3/2021 8:14,2/3/2021 8:20,70540,332,49391,E Liberty Blvd & Negley Ave,1064,Frankstown Ave & E Liberty Blvd,Subscriber
111797901,2/3/2021 8:36,2/3/2021 8:48,70440,714,1054,Smithfield St & Fourth Ave,1017,21st St & Penn Ave,Subscriber
111798912,2/3/2021 9:09,2/3/2021 9:40,70959,1876,1028,Penn Ave & Putnam St (Bakery Square),1059,Burns White Center at 3 Crossings,Customer
111800348,2/3/2021 9:55,2/3/2021 10:01,70624,322,1060,Penn Ave & 29th St,1059,Burns White Center at 3 Crossings,Subscriber
111801216,2/3/2021 10:20,2/3/2021 10:34,70220,844,49671,9th St & Penn Ave,1017,21st St & Penn Ave,Subscriber
111801651,2/3/2021 10:34,2/3/2021 10:46,71194,766,1023,Liberty Ave & Baum Blvd,1028,Penn Ave & Putnam St (Bakery Square),Subscriber
111802568,2/3/2021 11:02,2/3/2021 11:34,70650,1960,1023,Liberty Ave & Baum Blvd,49581,Liberty Ave & 37th St,Customer
111803890,2/3/2021 11:42,2/3/2021 11:56,70784,834,1023,Liberty Ave & Baum Blvd,1099,Forbes Ave & S Craig St,Customer
111804080,2/3/2021 11:48,2/3/2021 11:53,70746,333,1047,S 22nd St & E Carson St,1045,S 27th St & Sidney St. (Southside Works),Customer
111805804,2/3/2021 12:42,2/3/2021 12:56,71194,855,1028,Penn Ave & Putnam St (Bakery Square),1023,Liberty Ave & Baum Blvd,Subscriber
111805932,2/3/2021 12:46,2/3/2021 13:02,70926,947,49641,11th St & Penn Ave,1061,33rd St & Penn Ave ,Subscriber
111805962,2/3/2021 12:47,2/3/2021 12:57,71204,596,1070,Hobart St & Wightman St,49271,S Craig St & 5th Ave,Subscriber
111806053,2/3/2021 12:50,2/3/2021 13:18,70650,1652,49581,Liberty Ave & 37th St,1023,Liberty Ave & Baum Blvd,Customer
111806664,2/3/2021 13:14,2/3/2021 13:23,70610,537,1094,O'Hara St & Desoto St,49301,Centre Ave & N Craig St,Subscriber
111806786,2/3/2021 13:19,2/3/2021 13:34,71194,941,1023,Liberty Ave & Baum Blvd,1028,Penn Ave & Putnam St (Bakery Square),Subscriber
111807132,2/3/2021 13:34,2/3/2021 13:51,70151,1033,1091,Semple St & Louisa St,1045,S 27th St & Sidney St. (Southside Works),Subscriber
111807554,2/3/2021 13:55,2/3/2021 14:56,70856,3662,,BIKE 70856,1061,33rd St & Penn Ave ,Customer
111807732,2/3/2021 14:03,2/3/2021 14:56,70936,3205,1049,S 12th St & E Carson St,1048,S 18th St & Sidney St,Customer
111808087,2/3/2021 14:24,2/3/2021 14:39,70684,878,1068,Forbes Ave & Murray Ave,1033,Ivy St & Walnut St   ,Subscriber
111808089,2/3/2021 14:24,2/3/2021 14:39,70650,916,1023,Liberty Ave & Baum Blvd,,BIKE 70650,Customer
111808149,2/3/2021 14:27,2/3/2021 14:53,71222,1569,1010,10th St & Penn Ave (David L. Lawrence Convention Center),1010,10th St & Penn Ave (David L. Lawrence Convention Center),Customer
111808297,2/3/2021 14:34,2/3/2021 14:38,70624,225,1059,Burns White Center at 3 Crossings,1060,Penn Ave & 29th St,Subscriber
111808530,2/3/2021 14:49,2/3/2021 15:09,70599,1229,1045,S 27th St & Sidney St. (Southside Works),1091,Semple St & Louisa St,Subscriber
111808738,2/3/2021 15:03,2/4/2021 10:03,70862,68371,,BIKE 70862,1061,33rd St & Penn Ave ,Customer
111808813,2/3/2021 15:08,2/3/2021 15:19,70617,658,49731,Ross St & Fourth Ave,1047,S 22nd St & E Carson St,Subscriber
111809032,2/3/2021 15:21,2/3/2021 15:29,71221,464,1034,Ellsworth Ave & N Neville St,1033,Ivy St & Walnut St   ,Subscriber
111809227,2/3/2021 15:37,2/3/2021 15:43,70297,314,1023,Liberty Ave & Baum Blvd,1043,S Millvale Ave & Centre Ave,Subscriber
111809407,2/3/2021 15:55,2/3/2021 16:12,70559,1005,1061,33rd St & Penn Ave ,1061,33rd St & Penn Ave ,Customer
111809416,2/3/2021 15:56,2/3/2021 16:26,70517,1807,1000,Liberty Ave & Stanwix St,1045,S 27th St & Sidney St. (Southside Works),Customer
111809488,2/3/2021 16:05,2/3/2021 16:09,70297,258,1043,S Millvale Ave & Centre Ave,1023,Liberty Ave & Baum Blvd,Subscriber
111809574,2/3/2021 16:14,2/3/2021 16:20,70528,347,1040,O'Hara St and University Place (Soldiers and Sailors Memorial),1034,Ellsworth Ave & N Neville St,Subscriber
111809576,2/3/2021 16:15,2/3/2021 16:21,70522,361,1009,12th St & Penn Ave,49801,Microsoft,Subscriber
111809714,2/3/2021 16:31,2/3/2021 16:33,70807,86,49271,S Craig St & 5th Ave,49271,S Craig St & 5th Ave,Subscriber
111809718,2/3/2021 16:32,2/3/2021 16:41,70674,539,1016,17th St & Penn Ave,49671,9th St & Penn Ave,Subscriber
111809735,2/3/2021 16:33,2/3/2021 16:45,70992,734,49271,S Craig St & 5th Ave,1035,Fifth Ave & S Dithridge St,Customer
111810064,2/3/2021 17:31,2/3/2021 17:33,70965,151,1061,33rd St & Penn Ave ,1061,33rd St & Penn Ave ,Customer
111810112,2/3/2021 17:39,2/3/2021 17:51,70965,696,1061,33rd St & Penn Ave ,1061,33rd St & Penn Ave ,Customer
111810136,2/3/2021 17:45,2/3/2021 17:47,70807,86,49271,S Craig St & 5th Ave,49271,S Craig St & 5th Ave,Subscriber
111810142,2/3/2021 17:46,2/3/2021 17:50,71204,259,49271,S Craig St & 5th Ave,1095,Schenley Dr & Forbes Ave (Schenley Plaza),Customer
111810144,2/3/2021 17:46,2/3/2021 17:51,70624,283,1060,Penn Ave & 29th St,1059,Burns White Center at 3 Crossings,Subscriber
111810159,2/3/2021 17:48,2/3/2021 17:56,70919,471,1060,Penn Ave & 29th St,1017,21st St & Penn Ave,Customer
111810248,2/3/2021 18:10,2/3/2021 18:19,70123,518,1002,Third Ave & Wood St,1007,Stevenson St & Forbes Ave,Subscriber
111810266,2/3/2021 18:17,2/3/2021 18:21,70305,225,49561,Butler St & 48th St,49561,Butler St & 48th St,Subscriber
111810274,2/3/2021 18:20,2/3/2021 18:27,71169,407,1027,Shady Ave & Ellsworth Ave,1033,Ivy St & Walnut St   ,Subscriber
111810277,2/3/2021 18:21,2/3/2021 18:28,71176,410,49561,Butler St & 48th St,49951,Butler St & 36th St,Subscriber
111810310,2/3/2021 18:31,2/3/2021 18:35,70744,244,49301,Centre Ave & N Craig St,1043,S Millvale Ave & Centre Ave,Subscriber
111810314,2/3/2021 18:33,2/3/2021 18:35,70510,85,1061,33rd St & Penn Ave ,1061,33rd St & Penn Ave ,Customer
111810448,2/3/2021 19:26,2/3/2021 19:37,70225,715,1020,42nd & Penn Ave.,1020,42nd & Penn Ave.,Customer
111810590,2/3/2021 20:30,2/3/2021 21:22,70650,3151,,BIKE 70650,1023,Liberty Ave & Baum Blvd,Customer
111810634,2/3/2021 20:50,2/3/2021 21:03,70293,780,49271,S Craig St & 5th Ave,1070,Hobart St & Wightman St,Subscriber
111810725,2/3/2021 21:32,2/3/2021 21:54,70524,1316,1035,Fifth Ave & S Dithridge St,1023,Liberty Ave & Baum Blvd,Subscriber
111810762,2/3/2021 21:49,2/3/2021 22:04,71193,931,49601,Smallman St & 31st St,49611,24th St & Smallman St,Customer
111810778,2/3/2021 21:57,2/3/2021 22:04,71176,448,49951,Butler St & 36th St,1018,Butler St & Stanton Ave,Subscriber
111810804,2/3/2021 22:09,2/3/2021 22:19,71193,615,49611,24th St & Smallman St,49601,Smallman St & 31st St,Customer
111811779,2/4/2021 1:21,2/4/2021 1:26,71194,338,1028,Penn Ave & Putnam St (Bakery Square),,BIKE 71194,Subscriber
111813641,2/4/2021 2:42,2/4/2021 2:47,71194,300,,BIKE 71194,1024,S Negley Ave & Baum Blvd,Subscriber
111819022,2/4/2021 7:06,2/4/2021 7:20,70701,823,49951,Butler St & 36th St,49641,11th St & Penn Ave,Customer
